ID;Name;IATA;ICAO;Latitude;Longitude;iso_code
2770;Teniente Coronel Rafael Pabón Airport;VLM;SLVM;-21.255199432399998;-63.4056015015;BO
2771;Viru Viru International Airport;VVI;SLVR;-17.6448;-63.135399;BO
2772;Yacuiba Airport;BYC;SLYA;-21.960899353027344;-63.65169906616211;BO
2773;Johan Adolf Pengel International Airport;PBM;SMJP;5.4528298377999995;-55.1878013611;SR
2774;Cayenne-Rochambeau Airport;CAY;SOCA;4.819809913639999;-52.360401153599994;GF
2775;Saint-Georges-de-l'Oyapock Airport;OYP;SOOG;3.89759993553;-51.8041000366;GF
2776;Huancabamba Airport;\N;SPAB;-5.256770133972168;-79.44290161132812;PE
2777;Alferez FAP Alfredo Vladimir Sara Bauer Airport;AOP;SPAS;-2.79612994194;-76.46659851070001;PE
2778;Teniente General Gerardo Pérez Pinedo Airport;\N;SPAY;-10.7291002274;-73.7665023804;PE
2780;Iberia Airport;IBP;SPBR;-11.411600112915039;-69.48870086669922;PE
2781;Cap FAP David Abenzur Rengifo International Airport;PCL;SPCL;-8.37794017791748;-74.57430267333984;PE
2782;Teniente FAP Jaime A De Montreuil Morales Airport;CHM;SPEO;-9.149609565734863;-78.5238037109375;PE
2783;Puerto Esperanza Airport;\N;SPEP;-9.7681303024292;-70.70649719238281;PE
2784;Cesar Torke Podesta Airport;\N;SPEQ;-17.179000854492188;-70.93080139160156;PE
2785;Capitan FAP Jose A Quinones Gonzales International Airport;CIX;SPHI;-6.787479877471924;-79.8281021118164;PE
2786;Coronel FAP Alfredo Mendivil Duarte Airport;AYP;SPHO;-13.154800415039062;-74.20439910888672;PE
2787;Andahuaylas Airport;ANS;SPHY;-13.706399917602539;-73.35040283203125;PE
2788;Comandante FAP German Arias Graziani Airport;ATA;SPHZ;-9.347439765930176;-77.59839630126953;PE
2789;Jorge Chávez International Airport;LIM;SPIM;-12.0219;-77.114305;PE
2790;Juanjui Airport;JJI;SPJI;-7.169099807739258;-76.72859954833984;PE
2791;Francisco Carle Airport;JAU;SPJJ;-11.7831001282;-75.47339630130001;PE
2792;Inca Manco Capac International Airport;JUL;SPJL;-15.467100143432617;-70.158203125;PE
2794;Ilo Airport;ILQ;SPLO;-17.69499969482422;-71.34400177001953;PE
2795;Las Palmas Air Base;\N;SPLP;-12.16069984436;-76.998901367188;PE
2796;Capitan FAP Pedro Canga Rodriguez Airport;TBP;SPME;-3.55253005027771;-80.38140106201172;PE
2797;Moises Benzaquen Rengifo Airport;YMS;SPMS;-5.893770217895508;-76.11820220947266;PE
2799;Collique Airport;\N;SPOL;-11.92870044708252;-77.06109619140625;PE
2800;Chachapoyas Airport;CHH;SPPY;-6.201809883117676;-77.8561019897461;PE
2801;Coronel FAP Francisco Secada Vignetta International Airport;IQT;SPQT;-3.7847399711608887;-73.30879974365234;PE
2802;Rodríguez Ballón International Airport;AQP;SPQU;-16.3411006927;-71.5830993652;PE
2803;Capitán FAP Leonardo Alvariño Herr Airport;\N;SPRM;-11.128600120544434;-75.35050201416016;PE
2804;Capitan FAP Carlos Martinez De Pinillos International Airport;TRU;SPRU;-8.08141040802002;-79.10880279541016;PE
2805;Capitán FAP Renán Elías Olivera International Airport;PIO;SPSO;-13.74489974975586;-76.22029876708984;PE
2806;Cadete FAP Guillermo Del Castillo Paredes Airport;TPP;SPST;-6.508739948272705;-76.37319946289062;PE
2807;Coronel FAP Carlos Ciriani Santa Rosa International Airport;TCQ;SPTN;-18.053300857500002;-70.2758026123;PE
2808;Padre Aldamiz International Airport;PEM;SPTU;-12.6135997772;-69.2285995483;PE
2809;Capitán FAP Guillermo Concha Iberico International Airport;PIU;SPUR;-5.20574998856;-80.61640167239999;PE
2810;Capitan Montes Airport;TYL;SPYL;-4.5766401290894;-81.254096984863;PE
2812;Alejandro Velasco Astete International Airport;CUZ;SPZO;-13.535699844400002;-71.9387969971;PE
2813;Angel S Adami Airport;\N;SUAA;-34.7892;-56.264702;UY
2814;Santa Bernardina International Airport;DZO;SUDU;-33.3588981628418;-56.49919891357422;UY
2816;Carrasco International /General C L Berisso Airport;MVD;SUMU;-34.838402;-56.0308;UY
2817;Nueva Hesperides International Airport;STY;SUSO;-31.438499450683594;-57.98529815673828;UY
2818;Oswaldo Guevara Mujica Airport;AGV;SVAC;9.553375244140625;-69.23786926269531;VE
2819;Anaco Airport;AAO;SVAN;9.430225372314453;-64.4707260131836;VE
2820;San Fernando de Atabapo Airport;\N;SVAT;4.05104017258;-67.6996994019;VE
2821;General José Antonio Anzoategui International Airport;BLA;SVBC;10.111111;-64.692222;VE
2822;Barinas Airport;BNS;SVBI;8.615;-70.21416667;VE
2823;El Libertador Airbase;\N;SVBL;10.183375358600001;-67.55731964110001;VE
2824;Barquisimeto International Airport;BRM;SVBM;10.042746543884277;-69.3586196899414;VE
2826;"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar";CBL;SVCB;8.12216091156;-63.5369567871;VE
2827;Caicara del Orinoco Airport;CXA;SVCD;7.625510215759277;-66.16280364990234;VE
2828;San Carlos Airport;\N;SVCJ;9.647720336914062;-68.57469940185547;VE
2829;Calabozo Airport;CLZ;SVCL;8.92465591430664;-67.4170913696289;VE
2830;Canaima Airport;CAJ;SVCN;6.231988906860352;-62.85443115234375;VE
2831;Carora Airport;VCR;SVCO;10.175602912902832;-70.06521606445312;VE
2832;General Francisco Bermúdez Airport;CUP;SVCP;10.660014152526855;-63.261680603027344;VE
2833;José Leonardo Chirinos Airport;CZE;SVCR;11.41494369506836;-69.68090057373047;VE
2834;Oscar Machado Zuluaga Airport;\N;SVCS;10.286110877990723;-66.81610870361328;VE
2835;Cumaná (Antonio José de Sucre) Airport;CUM;SVCU;10.450332641601562;-64.1304702758789;VE
2836;Capitán Manuel Ríos Airbase;\N;SVCZ;9.372650146484375;-66.92279815673828;VE
2837;El Dorado Airport;EOR;SVED;6.733333110809326;-61.58333206176758;VE
2838;Elorza Airport;EOZ;SVEZ;7.0833330154418945;-69.53333282470703;VE
2839;Guasdalito Airport;GDO;SVGD;7.233333110809326;-70.80000305175781;VE
2840;Guiria Airport;GUI;SVGI;10.574077606200001;-62.3126678467;VE
2841;Guanare Airport;GUQ;SVGU;9.026944160461426;-69.7551498413086;VE
2842;Higuerote Airport;HGE;SVHG;10.462474;-66.092779;VE
2843;Andrés Miguel Salazar Marcano Airport;ICC;SVIE;10.794432;-63.98159;VE
2844;Josefa Camejo International Airport;LSP;SVJC;11.78077507019043;-70.15149688720703;VE
2845;San Juan de Los Morros Airport;\N;SVJM;9.906952857971191;-67.379638671875;VE
2846;La Fria Airport;LFR;SVLF;8.239167213439941;-72.27102661132812;VE
2847;La Orchila Airport;\N;SVLO;11.80720043182373;-66.17960357666016;VE
2848;La Chinita International Airport;MAR;SVMC;10.5582084656;-71.7278594971;VE
2849;Alberto Carnevalli Airport;MRD;SVMD;8.582078;-71.161041;VE
2850;Del Caribe Santiago Mariño International Airport;PMV;SVMG;10.912603378295898;-63.96659851074219;VE
2851;Simón Bolívar International Airport;CCS;SVMI;10.601194;-66.991222;VE
2852;Maturín Airport;MUN;SVMT;9.75452995300293;-63.14739990234375;VE
2853;Cacique Aramare Airport;PYH;SVPA;5.6199898719788;-67.606101989746;VE
2854;General Bartolome Salom International Airport;PBL;SVPC;10.480500221252441;-68.072998046875;VE
2855;Paramillo Airport;SCI;SVPM;7.8013200759887695;-72.2029037475586;VE
2856;General Manuel Carlos Piar International Airport;PZO;SVPR;8.288530349731445;-62.760398864746094;VE
2857;Palmarito Airport;PTM;SVPT;7.566669940948486;-70.18329620361328;VE
2858;San Antonio Del Tachira Airport;SVZ;SVSA;7.840829849243164;-72.439697265625;VE
2859;Santa Bárbara de Barinas Airport;SBB;SVSB;7.803514003753662;-71.16571807861328;VE
2860;Santa Elena de Uairen Airport;SNV;SVSE;4.554999828338623;-61.150001525878906;VE
2861;Mayor Buenaventura Vivas International Airport;STD;SVSO;7.56538;-72.035103;VE
2862;Sub Teniente Nestor Arias Airport;SNF;SVSP;10.2787;-68.755203;VE
2863;San Fernando De Apure Airport;SFD;SVSR;7.883319854736328;-67.44400024414062;VE
2864;San Tomé Airport;SOM;SVST;8.9451465606689;-64.151084899902;VE
2865;Santa Bárbara del Zulia Airport;STB;SVSZ;8.974550247192383;-71.94325256347656;VE
2866;Tucupita Airport;TUV;SVTC;9.088994026184082;-62.094173431396484;VE
2867;Tumeremo Airport;TMO;SVTM;7.24938;-61.52893;VE
2868;Arturo Michelena International Airport;VLN;SVVA;10.14973258972168;-67.92839813232422;VE
2870;Dr. Antonio Nicolás Briceño Airport;VLV;SVVL;9.34047794342041;-70.58406066894531;VE
2871;Valle de La Pascua Airport;VDP;SVVP;9.22202777863;-65.9935836792;VE
2872;Linden Airport;\N;SYLD;5.96592;-58.270302;GY
2873;Lethem Airport;LTM;SYLT;3.37276;-59.789398;GY
2874;V.C. Bird International Airport;ANU;TAPA;17.1367;-61.792702;AG
2875;Sir Grantley Adams International Airport;BGI;TBPB;13.0746002197;-59.4925003052;BB
2876;Canefield Airport;DCF;TDCF;15.336700439453125;-61.3922004699707;DM
2877;Douglas-Charles Airport;DOM;TDPD;15.547;-61.299999;DM
2878;Martinique Aimé Césaire International Airport;FDF;TFFF;14.590999603271484;-61.00320053100586;MQ
2879;L'Espérance Airport;SFG;TFFG;18.099899291992;-63.047199249268;GP
2881;Pointe-à-Pitre Le Raizet;PTP;TFFR;16.265301;-61.531799;GP
2882;Point Salines International Airport;GND;TGPY;12.004199981689453;-61.78620147705078;GD
2885;Rafael Hernandez Airport;BQN;TJBQ;18.49489974975586;-67.12940216064453;PR
2886;Diego Jimenez Torres Airport;FAJ;TJFA;18.308900833129883;-65.66190338134766;PR
2887;Fernando Luis Ribas Dominicci Airport;SIG;TJIG;18.45680046081543;-66.09809875488281;PR
2888;Eugenio Maria De Hostos Airport;MAZ;TJMZ;18.255699157714844;-67.14849853515625;PR
2889;Mercedita Airport;PSE;TJPS;18.00830078125;-66.56300354003906;PR
2890;Luis Munoz Marin International Airport;SJU;TJSJ;18.4393997192;-66.0018005371;PR
2895;Queen Beatrix International Airport;AUA;TNCA;12.5014;-70.015198;AW
2896;Flamingo International Airport;BON;TNCB;12.130999565124512;-68.26850128173828;AN
2897;Hato International Airport;CUR;TNCC;12.1889;-68.959801;AN
2898;F. D. Roosevelt Airport;EUX;TNCE;17.49650001525879;-62.979400634765625;AN
2899;Princess Juliana International Airport;SXM;TNCM;18.041000366200002;-63.1088981628;AN
2900;Clayton J Lloyd International Airport;AXA;TQPF;18.2048;-63.055099;AI
2901;Tobago-Crown Point Airport;TAB;TTCP;11.149700164794922;-60.83219909667969;TT
2902;Piarco International Airport;POS;TTPP;10.595399856567383;-61.33720016479492;TT
2903;Terrance B. Lettsome International Airport;EIS;TUPJ;18.444799423217773;-64.54299926757812;VG
2908;Almaty Airport;ALA;UAAA;43.35210037231445;77.04049682617188;KZ
2909;Balkhash Airport;BXH;UAAH;46.8932991027832;75.00499725341797;KZ
2910;Astana International Airport;TSE;UACC;51.02220153808594;71.46690368652344;KZ
2911;Taraz Airport;DMB;UADD;42.853599548339844;71.30359649658203;KZ
2914;Shymkent Airport;CIT;UAII;42.364200592041016;69.47889709472656;KZ
2916;Uralsk Airport;URA;UARR;51.15079879760742;51.54309844970703;KZ
2917;Pavlodar Airport;PWQ;UASP;52.19499969482422;77.07389831542969;KZ
2918;Semipalatinsk Airport;PLX;UASS;50.351295;80.234398;KZ
2920;Aktobe Airport;AKX;UATT;50.2458;57.206699;KZ
2922;Heydar Aliyev International Airport;GYD;UBBB;40.467498779296875;50.04669952392578;AZ
2923;Yakutsk Airport;YKS;UEEE;62.093299865722656;129.77099609375;RU
2925;Mirny Airport;MJZ;UERR;62.534698486328125;114.03900146484375;RU
2926;Ignatyevo Airport;BQS;UHBB;50.42539978027344;127.41200256347656;RU
2927;Khabarovsk-Novy Airport;KHV;UHHH;48.52799987793;135.18800354004;RU
2929;Provideniya Bay Airport;PVS;UHMD;64.37809753417969;-173.2429962158203;RU
2930;Sokol Airport;GDX;UHMM;59.9109992980957;150.72000122070312;RU
2931;Pevek Airport;PWE;UHMP;69.783302307129;170.59700012207;RU
2932;Yelizovo Airport;PKC;UHPP;53.16790008544922;158.45399475097656;RU
2933;Yuzhno-Sakhalinsk Airport;UUS;UHSS;46.88869857788086;142.71800231933594;RU
2934;Vladivostok International Airport;VVO;UHWW;43.39899826049805;132.1479949951172;RU
2935;Chita-Kadala Airport;HTA;UIAA;52.026299;113.306;RU
2936;Bratsk Airport;BTK;UIBB;56.370601654052734;101.697998046875;RU
2937;Irkutsk Airport;IKT;UIII;52.268001556396;104.38899993896;RU
2938;Ulan-Ude Airport (Mukhino);UUD;UIUU;51.80780029296875;107.43800354003906;RU
2939;Boryspil International Airport;KBP;UKBB;50.345001220703125;30.894699096679688;UA
2940;Donetsk International Airport;DOK;UKCC;48.07360076904297;37.73970031738281;UA
2941;Dnipropetrovsk International Airport;DNK;UKDD;48.357200622558594;35.10060119628906;UA
2942;Simferopol International Airport;SIP;UKFF;45.05220031738281;33.975101470947266;UA
2944;Kiev Zhuliany International Airport;IEV;UKKK;50.40194;30.45194;UA
2945;Lviv International Airport;LWO;UKLL;49.8125;23.956100463867188;UA
2947;Odessa International Airport;ODS;UKOO;46.42679977416992;30.67650032043457;UA
2948;Pulkovo Airport;LED;ULLI;59.80030059814453;30.262500762939453;RU
2949;Murmansk Airport;MMK;ULMM;68.78170013427734;32.75080108642578;RU
2950;Gomel Airport;GME;UMGG;52.527000427246094;31.016700744628906;BY
2951;Vitebsk Vostochny Airport;VTB;UMII;55.126499176025;30.349599838257;BY
2952;Khrabrovo Airport;KGD;UMKK;54.88999938964844;20.592599868774414;RU
2953;Minsk 1 Airport;MHP;UMMM;53.864498138427734;27.53969955444336;BY
2954;Minsk National Airport;MSQ;UMMS;53.882499694824;28.030700683594;BY
2955;Abakan Airport;ABA;UNAA;53.7400016784668;91.38500213623047;RU
2956;Barnaul Airport;BAX;UNBB;53.363800048828125;83.53849792480469;RU
2957;Kemerovo Airport;KEJ;UNEE;55.27009963989258;86.1072006225586;RU
2958;Omsk Central Airport;OMS;UNOO;54.96699905395508;73.31050109863281;RU
2960;Krasnodar Pashkovsky International Airport;KRR;URKK;45.034698486328;39.170501708984;RU
2961;Uytash Airport;MCX;URML;42.81679916381836;47.65230178833008;RU
2962;Mineralnyye Vody Airport;MRV;URMM;44.225101470947266;43.08190155029297;RU
2963;Stavropol Shpakovskoye Airport;STW;URMT;45.10919952392578;42.11280059814453;RU
2964;Platov International Airport;ROV;URRP;47.493888;39.924722;RU
2965;Sochi International Airport;AER;URSS;43.449902;39.9566;RU
2966;Astrakhan Airport;ASF;URWA;46.2832984924;48.0063018799;RU
2967;Volgograd International Airport;VOG;URWW;48.782501220703125;44.34550094604492;RU
2968;Chelyabinsk Balandino Airport;CEK;USCC;55.305801;61.5033;RU
2969;Magnitogorsk International Airport;MQF;USCM;53.39310073852539;58.755699157714844;RU
2972;Nizhnevartovsk Airport;NJC;USNN;60.94929885864258;76.48359680175781;RU
2973;Bolshoye Savino Airport;PEE;USPP;57.914501190186;56.021198272705;RU
2974;Surgut Airport;SGC;USRR;61.34370040893555;73.40180206298828;RU
2975;Koltsovo Airport;SVX;USSS;56.743099212646;60.802700042725;RU
2976;Ashgabat International Airport;ASB;UTAA;37.986801;58.361;TM
2977;Turkmenbashi Airport;KRW;UTAK;40.063301;53.007198;TM
2978;Turkmenabat Airport;CRZ;UTAV;39.08330154418945;63.61330032348633;TM
2979;Dushanbe Airport;DYU;UTDD;38.543300628699996;68.8249969482;TJ
2980;Bukhara Airport;BHK;UTSB;39.775001525878906;64.4832992553711;UZ
2981;Samarkand Airport;SKD;UTSS;39.70050048828125;66.98380279541016;UZ
2983;Tashkent International Airport;TAS;UTTT;41.257900238;69.2811965942;UZ
2984;Bryansk Airport;BZK;UUBP;53.214199;34.176399;RU
2985;Sheremetyevo International Airport;SVO;UUEE;55.972599;37.4146;RU
2986;Migalovo Air Base;KLD;UUEM;56.82469940185547;35.7577018737793;RU
2987;Voronezh International Airport;VOZ;UUOO;51.81420135498047;39.22959899902344;RU
2988;Vnukovo International Airport;VKO;UUWW;55.5914993286;37.2615013123;RU
2989;Syktyvkar Airport;SCW;UUYY;61.64699935913086;50.84510040283203;RU
2990;Kazan International Airport;KZN;UWKD;55.606201171875;49.278701782227;RU
2991;Orenburg Central Airport;REN;UWOO;51.795799255371094;55.45669937133789;RU
2992;Ufa International Airport;UFA;UWUU;54.557498931885;55.874401092529;RU
2993;Kurumoch International Airport;KUF;UWWW;53.504901885986;50.16429901123;RU
2994;Sardar Vallabhbhai Patel International Airport;AMD;VAAH;23.0771999359;72.63469696039999;IN
2995;Akola Airport;AKD;VAAK;20.698999;77.058601;IN
2996;Aurangabad Airport;IXU;VAAU;19.862699508666992;75.39810180664062;IN
2997;Chhatrapati Shivaji International Airport;BOM;VABB;19.0886993408;72.8678970337;IN
2998;Bilaspur Airport;PAB;VABI;21.9884;82.111;IN
2999;Bhuj Airport;BHJ;VABJ;23.2877998352;69.6701965332;IN
3000;Belgaum Airport;IXG;VABM;15.859299659700001;74.6183013916;IN
3001;Vadodara Airport;BDQ;VABO;22.336201;73.226303;IN
3002;Raja Bhoj International Airport;BHO;VABP;23.2875003815;77.3374023438;IN
3003;Bhavnagar Airport;BHU;VABV;21.752199173;72.1852035522;IN
3004;Daman Airport;NMB;VADN;20.43440055847168;72.84320068359375;IN
3005;Deesa Airport;\N;VADS;24.267900466918945;72.20439910888672;IN
3006;Guna Airport;GUX;VAGN;24.654699;77.347298;IN
3007;Dabolim Airport;GOI;VAGO;15.3808002472;73.8313980103;IN
3008;Devi Ahilyabai Holkar Airport;IDR;VAID;22.7217998505;75.8011016846;IN
3009;Jabalpur Airport;JLR;VAJB;23.177799224853516;80.052001953125;IN
3010;Jamnagar Airport;JGA;VAJM;22.465499877929688;70.01260375976562;IN
3011;Kandla Airport;IXY;VAKE;23.1127;70.100304;IN
3012;Khajuraho Airport;HJR;VAKJ;24.817199707;79.91860198970001;IN
3013;Kolhapur Airport;KLH;VAKP;16.6646995544;74.2893981934;IN
3014;Keshod Airport;IXK;VAKS;21.317100524902344;70.27040100097656;IN
3015;Dr. Babasaheb Ambedkar International Airport;NAG;VANP;21.092199325561523;79.04720306396484;IN
3016;Nashik Airport;ISK;VAOZ;20.119101;73.912903;IN
3017;Pune Airport;PNQ;VAPO;18.58209991455078;73.9197006225586;IN
3018;Porbandar Airport;PBD;VAPR;21.6487007141;69.65720367429999;IN
3019;Rajkot Airport;RAJ;VARK;22.3092002869;70.77950286869999;IN
3020;Raipur Airport;RPR;VARP;21.180401;81.7388;IN
3021;Solapur Airport;SSE;VASL;17.6280002594;75.93479919430001;IN
3022;Surat Airport;STV;VASU;21.1140995026;72.7417984009;IN
3023;Maharana Pratap Airport;UDR;VAUD;24.617700576799997;73.89610290530001;IN
3024;Bandaranaike International Colombo Airport;CMB;VCBI;7.180759906768799;79.88410186767578;LK
3025;Anuradhapura Air Force Base;ACJ;VCCA;8.30148983002;80.42790222170001;LK
3026;Batticaloa Airport;BTC;VCCB;7.70576;81.678802;LK
3027;Colombo Ratmalana Airport;RML;VCCC;6.821990013122559;79.88619995117188;LK
3028;Ampara Airport;ADP;VCCG;7.33776;81.62594;LK
3029;Kankesanturai Airport;JAF;VCCJ;9.792329788208008;80.07009887695312;LK
3030;China Bay Airport;TRR;VCCT;8.5385103225708;81.18190002441406;LK
3033;Kampong Chhnang Airport;KZC;VDKH;12.255200386;104.564002991;KH
3034;Phnom Penh International Airport;PNH;VDPP;11.546600341796875;104.84400177001953;KH
3035;Siem Reap International Airport;REP;VDSR;13.410699844400002;103.81300354;KH
3036;Stung Treng Airport;TNX;VDST;13.531900405883789;106.01499938964844;KH
3037;Along Airport;IXV;VEAN;28.17530059814453;94.802001953125;IN
3038;Agartala Airport;IXA;VEAT;23.8869991302;91.24040222170001;IN
3039;Lengpui Airport;AJL;VELP;23.840599060099997;92.6196975708;IN
3040;Bagdogra Airport;IXB;VEBD;26.68120002746582;88.32859802246094;IN
3041;Bokaro Airport;\N;VEBK;23.64349937438965;86.1489028930664;IN
3042;Biju Patnaik Airport;BBI;VEBS;20.244400024399997;85.8178024292;IN
3043;Netaji Subhash Chandra Bose International Airport;CCU;VECC;22.654699325561523;88.44670104980469;IN
3044;Cooch Behar Airport;COH;VECO;26.330499649;89.4672012329;IN
3045;Dhanbad Airport;DBD;VEDB;23.833999633789062;86.42530059814453;IN
3048;Gaya Airport;GAY;VEGY;24.744300842285156;84.95120239257812;IN
3049;Hirakud Airport;\N;VEHK;21.5802001953125;84.00569915771484;IN
3050;Imphal Airport;IMF;VEIM;24.7600002289;93.896697998;IN
3051;Jharsuguda Airport;\N;VEJH;21.91349983215332;84.05039978027344;IN
3052;Sonari Airport;IXW;VEJS;22.8132;86.1688;IN
3053;Jorhat Airport;JRH;VEJT;26.7315006256;94.1754989624;IN
3054;Kailashahar Airport;IXH;VEKR;24.30820083618164;92.0072021484375;IN
3055;Silchar Airport;IXS;VEKU;24.9129009247;92.97869873050001;IN
3056;North Lakhimpur Airport;IXI;VELR;27.295499801635742;94.09760284423828;IN
3057;Dibrugarh Airport;DIB;VEMN;27.4839000702;95.0168991089;IN
3058;Muzaffarpur Airport;MZU;VEMZ;26.11910057067871;85.3136978149414;IN
3059;Nawapara Airport;\N;VENP;20.8700008392334;82.51959991455078;IN
3060;Panagarh Air Force Station;\N;VEPH;23.474300384499998;87.4274978638;IN
3061;Lok Nayak Jayaprakash Airport;PAT;VEPT;25.591299057;85.0879974365;IN
3062;Purnea Airport;\N;VEPU;25.759599685668945;87.41000366210938;IN
3063;Birsa Munda Airport;IXR;VERC;23.314300537100003;85.3217010498;IN
3064;Rourkela Airport;RRK;VERK;22.256701;84.814598;IN
3065;Utkela Airport;\N;VEUK;20.097400665283203;83.18379974365234;IN
3066;Vishakhapatnam Airport;VTZ;VEVZ;17.721200943;83.2245025635;IN
3067;Ziro Airport;ZER;VEZO;27.588301;93.828102;IN
3068;Cox's Bazar Airport;CXB;VGCB;21.452199935913086;91.96389770507812;BD
3069;Shah Amanat International Airport;CGP;VGEG;22.24959945678711;91.81330108642578;BD
3070;Ishurdi Airport;IRD;VGIS;24.15250015258789;89.04940032958984;BD
3071;Jessore Airport;JSR;VGJR;23.183799743652344;89.16079711914062;BD
3072;Shah Mokhdum Airport;RJH;VGRJ;24.43720054626465;88.61650085449219;BD
3073;Saidpur Airport;SPD;VGSD;25.759199142456055;88.90889739990234;BD
3074;Osmany International Airport;ZYL;VGSY;24.963199615478516;91.8667984008789;BD
3075;Tejgaon Airport;\N;VGTJ;23.778799057006836;90.38269805908203;BD
3076;Hazrat Shahjalal International Airport;DAC;VGZR;23.843347;90.397783;BD
3077;Hong Kong International Airport;HKG;VHHH;22.308901;113.915001;HK
3078;Shek Kong Air Base;\N;VHSK;22.436599731445312;114.08000183105469;HK
3079;Agra Airport;AGR;VIAG;27.155799865722656;77.96089935302734;IN
3080;Allahabad Airport;IXD;VIAL;25.440099716186523;81.73390197753906;IN
3081;Sri Guru Ram Dass Jee International Airport;ATQ;VIAR;31.7096004486;74.7973022461;IN
